P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,RP,Chase Lee (44214414),Chase Lee,44214414,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,0.34
,,,,,,,,,,,RP,Michel Otanez (44214424),Michel Otanez,44214424,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,0
,,,,,,,,,,,RP,Antoine Kelly (44214176),Antoine Kelly,44214176,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,4.4
,,,,,,,,,,,RP,Tyler Beede (44214180),Tyler Beede,44214180,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,0
,,,,,,,,,,,SP,Tony Santillan (44214197),Tony Santillan,44214197,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,1.72
,,,,,,,,,,,RP,Ryan Rolison (44214201),Ryan Rolison,44214201,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,3.31
,,,,,,,,,,,RP,Brock Burke (44214207),Brock Burke,44214207,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,3.17
,,,,,,,,,,,RP,Trent Thornton (44214212),Trent Thornton,44214212,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,2.46
,,,,,,,,,,,RP,Shelby Miller (44214214),Shelby Miller,44214214,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,0
,,,,,,,,,,,RP,Ryan Zeferjahn (44214222),Ryan Zeferjahn,44214222,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,3.77
,,,,,,,,,,,RP,Jacob Webb (44214264),Jacob Webb,44214264,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,3.18
,,,,,,,,,,,RP,Gavin Hollowell (44214265),Gavin Hollowell,44214265,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,2.73
,,,,,,,,,,,SP,Julian Aguiar (44214280),Julian Aguiar,44214280,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,7.75
,,,,,,,,,,,RP,Caleb Ferguson (44214281),Caleb Ferguson,44214281,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,1.96
,,,,,,,,,,,RP,Riley Martin (44214294),Riley Martin,44214294,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,3.82
,,,,,,,,,,,RP,Tyler Ferguson (44214296),Tyler Ferguson,44214296,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,2.71
,,,,,,,,,,,RP,Graham Ashcraft (44214299),Graham Ashcraft,44214299,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,2.85
,,,,,,,,,,,RP,Daniel Palencia (44214303),Daniel Palencia,44214303,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,2.73
,,,,,,,,,,,RP,Luis Mey (44214306),Luis Mey,44214306,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,3.52
,,,,,,,,,,,RP,Zach Maxwell (44214308),Zach Maxwell,44214308,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,1.04
,,,,,,,,,,,RP,Zach McCambley (44214317),Zach McCambley,44214317,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,2.33
,,,,,,,,,,,RP,Caleb Thielbar (44214320),Caleb Thielbar,44214320,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,2.64
,,,,,,,,,,,RP,Porter Hodge (44214335),Porter Hodge,44214335,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,0
,,,,,,,,,,,RP,Phil Maton (44214340),Phil Maton,44214340,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,1.72
,,,,,,,,,,,RP,Chase Solesky (44214343),Chase Solesky,44214343,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,6.55
,,,,,,,,,,,RP,Emilio Pagan (44214356),Emilio Pagan,44214356,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,3.21
,,,,,,,,,,,RP,Hunter Harvey (44214379),Hunter Harvey,44214379,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,1.85
,,,,,,,,,,,RP,Julian Garcia (44214381),Julian Garcia,44214381,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,4.00
,,,,,,,,,,,RP,Tejay Antone (44214393),Tejay Antone,44214393,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,2.91
,,,,,,,,,,,RP,Sam Moll (44214421),Sam Moll,44214421,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,2.04
,,,,,,,,,,,RP,Pierce Johnson (44214423),Pierce Johnson,44214423,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CIN,1.9
,,,,,,,,,,,RP,Jayden Murray (44214425),Jayden Murray,44214425,P,4000,CHC@CIN 09/20/2026 01:40PM ET,CHC,1.04
,,,,,,,,,,,2B/3B,Curtis Mead (44213756),Curtis Mead,44213756,2B/3B,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,7.80
,,,,,,,,,,,RP,Jon Heasley (44214179),Jon Heasley,44214179,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,-1.8
,,,,,,,,,,,RP,Manuel Rodriguez (44214209),Manuel Rodriguez,44214209,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,4.12
,,,,,,,,,,,RP,Bryan Baker (44214210),Bryan Baker,44214210,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,3.52
,,,,,,,,,,,RP,Greg Weissert (44214220),Greg Weissert,44214220,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,2.82
,,,,,,,,,,,RP,Cam Booser (44214223),Cam Booser,44214223,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,3.54
,,,,,,,,,,,RP,Jovani Moran (44214255),Jovani Moran,44214255,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,4.17
,,,,,,,,,,,RP,Tyler Samaniego (44214259),Tyler Samaniego,44214259,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,2.43
,,,,,,,,,,,RP,Brody Hopkins (44214261),Brody Hopkins,44214261,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,1.35
,,,,,,,,,,,RP,Garrett Cleavinger (44214271),Garrett Cleavinger,44214271,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,2.68
,,,,,,,,,,,RP,Garrett Whitlock (44214276),Garrett Whitlock,44214276,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,4.05
,,,,,,,,,,,RP,Wyatt Olds (44214289),Wyatt Olds,44214289,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,5.10
,,,,,,,,,,,RP,Justin Slaten (44214291),Justin Slaten,44214291,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,2.74
,,,,,,,,,,,RP,Aroldis Chapman (44214309),Aroldis Chapman,44214309,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,3.94
,,,,,,,,,,,RP,Casey Legumina (44214321),Casey Legumina,44214321,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,2.89
,,,,,,,,,,,RP,Erik Miller (44214330),Erik Miller,44214330,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,3.60
,,,,,,,,,,,RP,Alec Gamboa (44214367),Alec Gamboa,44214367,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,4.50
,,,,,,,,,,,RP,Joe La Sorsa (44214377),Joe La Sorsa,44214377,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,0.15
,,,,,,,,,,,RP,Ty Johnson (44214387),Ty Johnson,44214387,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,2.68
,,,,,,,,,,,RP,Raymond Burgos (44214389),Raymond Burgos,44214389,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,4.6
,,,,,,,,,,,RP,Alex Cook (44214391),Alex Cook,44214391,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,3.29
,,,,,,,,,,,RP,Kevin Kelly (44214395),Kevin Kelly,44214395,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,3.38
,,,,,,,,,,,RP,Edwin Uceta (44214404),Edwin Uceta,44214404,P,4000,BOS@TB 09/20/2026 01:40PM ET,TB,0
,,,,,,,,,,,RP,Zack Kelly (44214406),Zack Kelly,44214406,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,2.21
,,,,,,,,,,,RP,Tyron Guerrero (44214409),Tyron Guerrero,44214409,P,4000,BOS@TB 09/20/2026 01:40PM ET,BOS,2.83
,,,,,,,,,,,RP,Prelander Berroa (44214184),Prelander Berroa,44214184,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,0
,,,,,,,,,,,SP,Ky Bush (44214185),Ky Bush,44214185,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,0
,,,,,,,,,,,SP,Drew Thorpe (44214189),Drew Thorpe,44214189,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,0
,,,,,,,,,,,RP,Mike Vasil (44214192),Mike Vasil,44214192,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,0
,,,,,,,,,,,RP,Tanner McDougal (44214203),Tanner McDougal,44214203,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,-3.65
,,,,,,,,,,,RP,Drew Sommers (44214224),Drew Sommers,44214224,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,3.71
,,,,,,,,,,,RP,Hagen Smith (44214240),Hagen Smith,44214240,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,8.15
,,,,,,,,,,,RP,Tyler Kinley (44214254),Tyler Kinley,44214254,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,2.68
,,,,,,,,,,,RP,Jordan Leasure (44214286),Jordan Leasure,44214286,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,2.57
,,,,,,,,,,,RP,Sean Guenther (44214292),Sean Guenther,44214292,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,0
,,,,,,,,,,,RP,Bryan Hudson (44214304),Bryan Hudson,44214304,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,2.85
,,,,,,,,,,,RP,Jacob Waguespack (44214319),Jacob Waguespack,44214319,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,3.50
,,,,,,,,,,,RP,Beau Brieske (44214323),Beau Brieske,44214323,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,3.43
,,,,,,,,,,,RP,Enmanuel De Jesus (44214324),Enmanuel De Jesus,44214324,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,3.74
,,,,,,,,,,,RP,Burch Smith (44214325),Burch Smith,44214325,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,3.94
,,,,,,,,,,,RP,Will Vest (44214329),Will Vest,44214329,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,2.44
,,,,,,,,,,,RP,Kenley Jansen (44214336),Kenley Jansen,44214336,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,3.12
,,,,,,,,,,,RP,Tyler Schweitzer (44214339),Tyler Schweitzer,44214339,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,3.81
,,,,,,,,,,,RP,Chris Murphy (44214354),Chris Murphy,44214354,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,2.74
,,,,,,,,,,,RP,Tyler Davis (44214373),Tyler Davis,44214373,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,2.88
,,,,,,,,,,,RP,Brenan Hanifee (44214380),Brenan Hanifee,44214380,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,1.08
,,,,,,,,,,,RP,Bailey Horn (44214382),Bailey Horn,44214382,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,0
,,,,,,,,,,,RP,Trevor Richards (44214383),Trevor Richards,44214383,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,3.92
,,,,,,,,,,,RP,Huascar Brazoban (44214388),Huascar Brazoban,44214388,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,3.25
,,,,,,,,,,,RP,Brant Hurter (44214416),Brant Hurter,44214416,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,3.49
,,,,,,,,,,,RP,Grant Taylor (44214420),Grant Taylor,44214420,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,5.46
,,,,,,,,,,,RP,Kyle Finnegan (44214428),Kyle Finnegan,44214428,P,4000,DET@CWS 09/20/2026 02:10PM ET,DET,1.95
,,,,,,,,,,,RP,Sean Newcomb (44214429),Sean Newcomb,44214429,P,4000,DET@CWS 09/20/2026 02:10PM ET,CWS,4.00
,,,,,,,,,,,OF,Henry Bolte (44213506),Henry Bolte,44213506,OF,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,7.24
,,,,,,,,,,,OF,Jo Adell (44213510),Jo Adell,44213510,OF,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,6.95
,,,,,,,,,,,RP,Yorman Gomez (44214174),Yorman Gomez,44214174,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,0
,,,,,,,,,,,RP,Cade Smith (44214206),Cade Smith,44214206,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,4.70
,,,,,,,,,,,RP,Scott Blewett (44214211),Scott Blewett,44214211,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,4.44
,,,,,,,,,,,RP,Craig Yoho (44214216),Craig Yoho,44214216,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,3.35
,,,,,,,,,,,RP,Matt Festa (44214246),Matt Festa,44214246,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,2.94
,,,,,,,,,,,RP,Tim Herrin (44214248),Tim Herrin,44214248,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,2.44
,,,,,,,,,,,RP,Franco Aleman (44214249),Franco Aleman,44214249,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,2.90
,,,,,,,,,,,RP,Andrew Walters (44214251),Andrew Walters,44214251,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,0
,,,,,,,,,,,RP,Hayden Juenger (44214256),Hayden Juenger,44214256,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,-0.25
,,,,,,,,,,,RP,Connor Brogdon (44214257),Connor Brogdon,44214257,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,2.79
,,,,,,,,,,,RP,Austin Peterson (44214263),Austin Peterson,44214263,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,9.9
,,,,,,,,,,,RP,Mark Leiter Jr. (44214295),Mark Leiter Jr.,44214295,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,2.54
,,,,,,,,,,,RP,Erik Sabrowski (44214300),Erik Sabrowski,44214300,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,3.52
,,,,,,,,,,,RP,Colin Holderman (44214307),Colin Holderman,44214307,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,3.18
,,,,,,,,,,,RP,Hunter Bigge (44214314),Hunter Bigge,44214314,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,1.59
,,,,,,,,,,,RP,Elvis Alvarado (44214316),Elvis Alvarado,44214316,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,3.18
,,,,,,,,,,,RP,Justin Sterner (44214338),Justin Sterner,44214338,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,1.97
,,,,,,,,,,,RP,Geoff Hartlieb (44214345),Geoff Hartlieb,44214345,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,3.41
,,,,,,,,,,,RP,Shawn Armstrong (44214347),Shawn Armstrong,44214347,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,2.16
,,,,,,,,,,,RP,Drew Rom (44214355),Drew Rom,44214355,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,2.66
,,,,,,,,,,,RP,Hunter Gaddis (44214369),Hunter Gaddis,44214369,P,4000,ATH@CLE 09/20/2026 01:40PM ET,CLE,2.70
,,,,,,,,,,,RP,Hogan Harris (44214375),Hogan Harris,44214375,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,3.20
,,,,,,,,,,,RP,Chris Roycroft (44214417),Chris Roycroft,44214417,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,1.96
,,,,,,,,,,,RP,Brooks Kriske (44214418),Brooks Kriske,44214418,P,4000,ATH@CLE 09/20/2026 01:40PM ET,ATH,4.1
,,,,,,,,,,,SS,J.P. Crawford (44213507),J.P. Crawford,44213507,SS,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,6.29
,,,,,,,,,,,RP,Robinson Ortiz (44214173),Robinson Ortiz,44214173,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,0
,,,,,,,,,,,RP,Troy Watson (44214178),Troy Watson,44214178,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,0
,,,,,,,,,,,RP,RJ Petit (44214181),RJ Petit,44214181,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,0
,,,,,,,,,,,RP,Eiberson Castellano (44214183),Eiberson Castellano,44214183,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,7.75
,,,,,,,,,,,RP,Blake Adams (44214190),Blake Adams,44214190,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,-11.95
,,,,,,,,,,,SP,McCade Brown (44214193),McCade Brown,44214193,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,0
,,,,,,,,,,,RP,Michael Rucker (44214194),Michael Rucker,44214194,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,2.75
,,,,,,,,,,,RP,Seranthony Dominguez (44214198),Seranthony Dominguez,44214198,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,2.81
,,,,,,,,,,,RP,Josh Simpson (44214229),Josh Simpson,44214229,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,1.36
,,,,,,,,,,,RP,Cooper Criswell (44214232),Cooper Criswell,44214232,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,2.87
,,,,,,,,,,,RP,Blas Castano (44214233),Blas Castano,44214233,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,4.45
,,,,,,,,,,,RP,Welinton Herrera (44214243),Welinton Herrera,44214243,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,2.48
,,,,,,,,,,,RP,Hayden Harris (44214244),Hayden Harris,44214244,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,0
,,,,,,,,,,,RP,Jordan Romano (44214250),Jordan Romano,44214250,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,2.21
,,,,,,,,,,,RP,Mark Manfredi (44214260),Mark Manfredi,44214260,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,3.35
,,,,,,,,,,,RP,Jaden Hill (44214270),Jaden Hill,44214270,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,1.82
,,,,,,,,,,,RP,TJ Shook (44214287),TJ Shook,44214287,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,1.77
,,,,,,,,,,,RP,Brennan Bernardino (44214288),Brennan Bernardino,44214288,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,2.31
,,,,,,,,,,,RP,Jose A. Ferrer (44214290),Jose A. Ferrer,44214290,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,2.04
,,,,,,,,,,,RP,Hoby Milner (44214297),Hoby Milner,44214297,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,1.63
,,,,,,,,,,,RP,Troy Taylor (44214318),Troy Taylor,44214318,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,0
,,,,,,,,,,,RP,Andres Munoz (44214327),Andres Munoz,44214327,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,3.88
,,,,,,,,,,,RP,Nick Davila (44214348),Nick Davila,44214348,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,1.37
,,,,,,,,,,,RP,Carlos Vargas (44214352),Carlos Vargas,44214352,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,3.32
,,,,,,,,,,,RP,Eduard Bazardo (44214362),Eduard Bazardo,44214362,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,2.46
,,,,,,,,,,,RP,Jimmy Herget (44214363),Jimmy Herget,44214363,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,1.78
,,,,,,,,,,,RP,Juan Mejia (44214364),Juan Mejia,44214364,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,2.37
,,,,,,,,,,,RP,Nick Frasso (44214374),Nick Frasso,44214374,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,2.36
,,,,,,,,,,,RP,Cole Wilcox (44214385),Cole Wilcox,44214385,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,2.83
,,,,,,,,,,,RP,Jeff Criswell (44214386),Jeff Criswell,44214386,P,4000,SEA@COL 09/20/2026 03:10PM ET,COL,2.27
,,,,,,,,,,,RP,Gabe Speier (44214390),Gabe Speier,44214390,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,2.47
,,,,,,,,,,,RP,Matt Brash (44214426),Matt Brash,44214426,P,4000,SEA@COL 09/20/2026 03:10PM ET,SEA,3.36
,,,,,,,,,,,RP,Blake Burkhalter (44214177),Blake Burkhalter,44214177,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,1.05
,,,,,,,,,,,RP,Joe Jimenez (44214188),Joe Jimenez,44214188,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,0
,,,,,,,,,,,RP,Tyler Uberstine (44214202),Tyler Uberstine,44214202,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,5.6
,,,,,,,,,,,RP,Brent Suter (44214213),Brent Suter,44214213,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,4.23
,,,,,,,,,,,RP,Bryan Abreu (44214215),Bryan Abreu,44214215,P,4000,ATL@HOU 09/20/2026 02:10PM ET,HOU,3.34
,,,,,,,,,,,RP,Rolddy Munoz (44214217),Rolddy Munoz,44214217,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,0.9
,,,,,,,,,,,RP,Bennett Sousa (44214218),Bennett Sousa,44214218,P,4000,ATL@HOU 09/20/2026 02:10PM ET,HOU,1.87
,,,,,,,,,,,RP,Robert Suarez (44214252),Robert Suarez,44214252,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,3.86
,,,,,,,,,,,RP,Steven Okert (44214279),Steven Okert,44214279,P,4000,ATL@HOU 09/20/2026 02:10PM ET,HOU,3.56
,,,,,,,,,,,RP,Enyel De Los Santos (44214282),Enyel De Los Santos,44214282,P,4000,ATL@HOU 09/20/2026 02:10PM ET,HOU,2.63
,,,,,,,,,,,RP,Dylan Lee (44214284),Dylan Lee,44214284,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,3.45
,,,,,,,,,,,RP,Bryan King (44214293),Bryan King,44214293,P,4000,ATL@HOU 09/20/2026 02:10PM ET,HOU,2.09
,,,,,,,,,,,RP,Dylan Dodd (44214322),Dylan Dodd,44214322,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,3.61
,,,,,,,,,,,RP,Ricky Vanasco (44214328),Ricky Vanasco,44214328,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,-2.35
,,,,,,,,,,,RP,Ray Kerr (44214357),Ray Kerr,44214357,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,6.12
,,,,,,,,,,,RP,Josh Hader (44214366),Josh Hader,44214366,P,4000,ATL@HOU 09/20/2026 02:10PM ET,HOU,4.52
,,,,,,,,,,,RP,James Karinchak (44214370),James Karinchak,44214370,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,3.15
,,,,,,,,,,,RP,Logan VanWey (44214376),Logan VanWey,44214376,P,4000,ATL@HOU 09/20/2026 02:10PM ET,HOU,3.87
,,,,,,,,,,,RP,Michael Grove (44214405),Michael Grove,44214405,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,6.52
,,,,,,,,,,,RP,Raisel Iglesias (44214415),Raisel Iglesias,44214415,P,4000,ATL@HOU 09/20/2026 02:10PM ET,ATL,3.22
,,,,,,,,,,,2B/3B,Nick Gonzales (44213508),Nick Gonzales,44213508,2B/3B,4000,KC@PIT 09/20/2026 01:35PM ET,PIT,6.92
,,,,,,,,,,,1B,Vinnie Pasquantino (44213511),Vinnie Pasquantino,44213511,1B,4000,KC@PIT 09/20/2026 01:35PM ET,KC,7.05
,,,,,,,,,,,SP,Steven Zobac (44214175),Steven Zobac,44214175,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,0
,,,,,,,,,,,RP,James McArthur (44214182),James McArthur,44214182,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,0
,,,,,,,,,,,RP,Hunter Barco (44214191),Hunter Barco,44214191,P,4000,KC@PIT 09/20/2026 01:35PM ET,PIT,2.31
,,,,,,,,,,,RP,Aaron Bummer (44214234),Aaron Bummer,44214234,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,0.38
,,,,,,,,,,,RP,Mason Montgomery (44214237),Mason Montgomery,44214237,P,4000,KC@PIT 09/20/2026 01:35PM ET,PIT,4.36
,,,,,,,,,,,RP,Kirby Yates (44214238),Kirby Yates,44214238,P,4000,KC@PIT 09/20/2026 01:35PM ET,PIT,2.96
,,,,,,,,,,,RP,Brandon Eisert (44214267),Brandon Eisert,44214267,P,4000,KC@PIT 09/20/2026 01:35PM ET,PIT,3.23
,,,,,,,,,,,RP,Evan Sisk (44214268),Evan Sisk,44214268,P,4000,KC@PIT 09/20/2026 01:35PM ET,PIT,3.26
,,,,,,,,,,,RP,Isaac Mattson (44214272),Isaac Mattson,44214272,P,4000,KC@PIT 09/20/2026 01:35PM ET,PIT,1.98
,,,,,,,,,,,RP,Gregory Soto (44214273),Gregory Soto,44214273,P,4000,KC@PIT 09/20/2026 01:35PM ET,PIT,3.30
,,,,,,,,,,,RP,Luke Weaver (44214275),Luke Weaver,44214275,P,4000,KC@PIT 09/20/2026 01:35PM ET,PIT,3.35
,,,,,,,,,,,RP,Connor Seabold (44214277),Connor Seabold,44214277,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,2.08
,,,,,,,,,,,RP,Luke Little (44214298),Luke Little,44214298,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,1.05
,,,,,,,,,,,RP,Spencer Bivens (44214310),Spencer Bivens,44214310,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,0.56
,,,,,,,,,,,RP,Alex Lange (44214315),Alex Lange,44214315,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,2.07
,,,,,,,,,,,RP,Nick Mears (44214334),Nick Mears,44214334,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,2.00
,,,,,,,,,,,RP,Craig Kimbrel (44214344),Craig Kimbrel,44214344,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,2.23
,,,,,,,,,,,RP,Nolan Hoffman (44214350),Nolan Hoffman,44214350,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,1.67
,,,,,,,,,,,RP,Nate Pearson (44214353),Nate Pearson,44214353,P,4000,KC@PIT 09/20/2026 01:35PM ET,KC,3.09
